food_name_clean,Descriptionen,Foodgroupen,NOVA_step1,Match_reason,NOVA_step2,TFIDF_score,TFIDF_match_name,Match_source,SBERT_score,SBERT_match_name,NOVA_step4,NOVA_final
orange squash no added sugar diluted,"Orange squash, no added sugar, diluted",Cordials & squashes: reduced sugar or low calorie squashes,4.0,sweetened drink,,,,Keyword,,,,4.0
malt loaf eg soreen,Malt loaf (e.g. Soreen),"Sweet breads: malt bread, currant bread",,,,0.7685013726634417,,SBERT,0.72895485,whole meal malt loaf,4,4
spreadable butter unsalted,"Spreadable butter, unsalted",Dairy fat spreads includes hard marg,,,,0.7335432783350366,,SBERT,0.8420961,spreadable butter 75 80 fat unsalted,3,3
spreadable butter unsalted,"Spreadable butter, unsalted",Dairy fat spreads includes hard marg,,,,0.7335432783350366,,SBERT,0.8420961,spreadable butter 75 80 fat unsalted,3,3
mixed fruit juice drink ready to drink 2549% juice eg capri sun rubicon,"Mixed fruit juice drink, ready to drink, 25-49% juice (e.g. Capri sun, Rubicon)",Other cordials and squashes: excluding low calorie & reduced sugar,,,,0.5830819051624859,,SBERT,0.78757167,mixed fruit juice drink rtd 75 juice nas eg robinson s my 5 capri sun fruit crush,4,4
jelly,Jelly,"Non milk based sweet puddings: (excluding yoghurts and canned/stewed fruits) e.g. meringue, cheesecake, gateaux, jelly, fruit pies (pastry), crumble",,,,0.7121990376587233,,SBERT,0.7934586,doughnut jelly,4,4
bacon streaky smoked grilled,"Bacon, streaky, smoked, grilled",Bacon and ham,,,,0.7001386936627816,,SBERT,0.79676574,bacon steaks chops loin not smoked grilled,4,4
dairy squirty/spray cream light/reduced fat eg anchor,"Dairy squirty/spray cream, light/reduced fat (e.g. anchor)","Cream: single, double whipping & sterilised canned cream (excludes artificial creams & toppings)",,,,0.35573481847845717,,SBERT,0.5935234,ice cream alternative virtually fat free e g skinny cow stick products,4,4
scrambled egg,Scrambled egg,"Eggs: whole egg, white, yolk, dried, boiled, fried, scrambled, omelette, poached",,,,0.8341078004865639,,SBERT,0.86782545,scrambled egg sandwich,1,1
hot chocolate made with milk,"Hot chocolate, made with milk","Other hot drinks water and milk based e.g. hot chocolate, ovaltine",,,,0.754815783420408,,SBERT,0.8958309,hot chocolate made with semi skimmed milk,4,4
white bread,White bread,White bread/rolls,,,4,1.0000000000000002,bread white,TF-IDF,,,,4
baked beans,Baked beans,Baked beans,,,4,0.8649534966068606,beans baked canned,TF-IDF,,,,4
spreadable butter unsalted,"Spreadable butter, unsalted",Dairy fat spreads includes hard marg,,,,0.7335432783350366,,SBERT,0.8420961,spreadable butter 75 80 fat unsalted,3,3
french fries/crisps eg walkers,French fries/crisps (e.g. Walkers),Potato based crisps – full fat,,,4,0.8750529338602714,french fries eg walkers,TF-IDF,,,,4
fruit yoghurt,Fruit yoghurt,Whole milk yoghurt/fromage frais,,,,0.6080627731313163,,SBERT,0.85128963,yogurts yoghurts fruit with added cream,4,4
white bread,White bread,White bread/rolls,,,4,1.0000000000000002,bread white,TF-IDF,,,,4
blackcurrant squash / juice no added sugar diluted,"Blackcurrant squash / juice, no added sugar, diluted",Cordials & squashes: reduced sugar or low calorie squashes,4.0,sweetened drink,,,,Keyword,,,,4.0
orange squash no added sugar diluted,"Orange squash, no added sugar, diluted",Cordials & squashes: reduced sugar or low calorie squashes,4.0,sweetened drink,,,,Keyword,,,,4.0
haribo sweets,Haribo (sweets),"Sweets (non-chocolate): toffee, boiled sweets, gums/jellies, mints, liquorice, raw jelly, popcorn",,,,0.7072536910623697,,SBERT,0.7203169,magaj indian sweets,4,4
cheddar cheese,Cheddar cheese,"Other cheese: edam, cheddar",,,1,0.8735618583644809,cheddar cheese soup,TF-IDF,,,,1
semi skimmed milk,Semi skimmed milk,Semi-skimmed milks: includes longlife semi-skimmed,,,,0.8440107678550299,,SBERT,0.85781527,milk semi skimmed uht,3,3
haribo sweets,Haribo (sweets),"Sweets (non-chocolate): toffee, boiled sweets, gums/jellies, mints, liquorice, raw jelly, popcorn",,,,0.7072536910623697,,SBERT,0.7203169,magaj indian sweets,4,4
blackcurrant squash / juice no added sugar diluted,"Blackcurrant squash / juice, no added sugar, diluted",Cordials & squashes: reduced sugar or low calorie squashes,4.0,sweetened drink,,,,Keyword,,,,4.0
white bread,White bread,White bread/rolls,,,4,1.0000000000000002,bread white,TF-IDF,,,,4
milkshake / milk drink not chocolate eg strawberry banana,"Milkshake / Milk drink, not chocolate (e.g. strawberry, banana)","Milkshakes: includes purchased & made from powder mix, made with all milk types",1.0,raw,,,,Keyword,,,,1.0
mcdonalds cheeseburger,McDonalds Cheeseburger,Burgers and kebabs,,,,0.46391721997667634,,SBERT,0.6567737,hamburger big mac mc donalds,4,4
butter unsalted,"Butter, unsalted",Butter: includes half fat butter and other animal fats (e.g. lard),,,4,1.0,butter unsalted,TF-IDF,,,,4
orange,Orange,Fresh fruit,,,,0.8068019338671553,,SBERT,0.7427379,orange raw,1,1
semi skimmed milk,Semi skimmed milk,Semi-skimmed milks: includes longlife semi-skimmed,,,,0.8440107678550299,,SBERT,0.85781527,milk semi skimmed uht,3,3
banana,Banana,Fresh fruit,,,4,0.894064151916772,banana cooked,TF-IDF,,,,4
hot chocolate made with milk,"Hot chocolate, made with milk","Other hot drinks water and milk based e.g. hot chocolate, ovaltine",,,,0.754815783420408,,SBERT,0.8958309,hot chocolate made with semi skimmed milk,4,4
takeaway chips fries mcdonalds only,"Takeaway chips, fries (McDonalds Only)",Fried chips,4.0,fast food,,,,Keyword,,,,4.0
chocolate coated biscuit eg rocky bar club breakaway,"Chocolate coated biscuit (e.g. Rocky bar, Club, Breakaway)","Chocolate: includes all plain, milk & white chocolate bars & coated bars e.g. caramels & wafers and full coated chocolate biscuits",4.0,snack item,,,,Keyword,,,,4.0
semi skimmed milk,Semi skimmed milk,Semi-skimmed milks: includes longlife semi-skimmed,,,,0.8440107678550299,,SBERT,0.85781527,milk semi skimmed uht,3,3
potato crisps eg walkers,Potato crisps (e.g. Walkers),Potato based crisps – full fat,,,,0.7985538892406345,,SBERT,0.7873174,potato crisps high oleic sunflower oil eg walkers,4,4
jelly,Jelly,"Non milk based sweet puddings: (excluding yoghurts and canned/stewed fruits) e.g. meringue, cheesecake, gateaux, jelly, fruit pies (pastry), crumble",,,,0.7121990376587233,,SBERT,0.7934586,doughnut jelly,4,4
chicken pasta bake,Chicken pasta bake,Chicken/Turkey dishes,,,3,0.904592444445811,chicken broccoli pasta bake,TF-IDF,,,,3
fruit yoghurt,Fruit yoghurt,Whole milk yoghurt/fromage frais,,,,0.6080627731313163,,SBERT,0.85128963,yogurts yoghurts fruit with added cream,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
red/yellow/orange pepper cooked,"Red/yellow/orange pepper, cooked","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad",,,,0.5283899402557095,,SBERT,0.75971246,peppers yellow fresh boiled,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
weetabix / wheat biscuits,Weetabix / Wheat biscuits,"Other breakfast cereals: muesli, bran flakes",4.0,snack item,,,,Keyword,,,,4.0
apple skin eaten,"Apple, skin eaten",Fresh fruit,,,,0.5317520969272483,,SBERT,0.8465773,apples eating raw flesh skin only,4,4
salami,Salami,Sausages,,,4,1.0,salami,TF-IDF,,,,4
mozzarella cheese,Mozzarella cheese,"Other cheese: edam, cheddar",,,3,1.0,cheese mozzarella,TF-IDF,,,,3
whole milk,Whole milk,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",1.0,plain dairy,,,,Keyword,,,,1.0
toast white bread,"Toast, white bread",White bread/rolls,,,,0.6543627705315798,,SBERT,0.9340069,bread white toasted,4,4
honey,Honey,"Preserves and syrups: glace cherries, honey, jam, marmalade, lemon curd, marzipan, mincemeat, chocolate spread, ice cream topping",,,2,1.0,honey,TF-IDF,,,,2
boiled egg,Boiled egg,"Eggs: whole egg, white, yolk, dried, boiled, fried, scrambled, omelette, poached",3.0,boiled or mashed,,,,Keyword,,,,3.0
banana,Banana,Fresh fruit,,,4,0.894064151916772,banana cooked,TF-IDF,,,,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
iced lemon/angel cake slice eg mr kipling,Iced lemon/angel cake slice (e.g. Mr Kipling),"Cakes: sweet buns, sweet pastries, fruit scones and custard tart (sweet but not savoury based items)",,,,0.37628854500660963,,SBERT,0.63147354,cake lemon with icing,1,1
honey,Honey,"Preserves and syrups: glace cherries, honey, jam, marmalade, lemon curd, marzipan, mincemeat, chocolate spread, ice cream topping",,,2,1.0,honey,TF-IDF,,,,2
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
whole milk,Whole milk,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",1.0,plain dairy,,,,Keyword,,,,1.0
weetabix / wheat biscuits,Weetabix / Wheat biscuits,"Other breakfast cereals: muesli, bran flakes",4.0,snack item,,,,Keyword,,,,4.0
iced lemon/angel cake slice eg mr kipling,Iced lemon/angel cake slice (e.g. Mr Kipling),"Cakes: sweet buns, sweet pastries, fruit scones and custard tart (sweet but not savoury based items)",,,,0.37628854500660963,,SBERT,0.63147354,cake lemon with icing,1,1
cod in batter/breadcrumb grilled or oven baked,"Cod in batter/breadcrumb, grilled or oven baked",Fish in batter: all fried fish in batter,,,,0.6289742600394878,,SBERT,0.8650127,cod in breadcrumbs grilled oven baked,4,4
whole milk,Whole milk,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",1.0,plain dairy,,,,Keyword,,,,1.0
peas,Peas,"Peas: frozen, fresh, canned, dried & split",,,,0.6788262097401082,,SBERT,0.78615916,peas from fresh creamed,1,1
weetabix / wheat biscuits,Weetabix / Wheat biscuits,"Other breakfast cereals: muesli, bran flakes",4.0,snack item,,,,Keyword,,,,4.0
honey,Honey,"Preserves and syrups: glace cherries, honey, jam, marmalade, lemon curd, marzipan, mincemeat, chocolate spread, ice cream topping",,,2,1.0,honey,TF-IDF,,,,2
bread roll white eg hamburger bun,"Bread roll, white (e.g. hamburger bun)",White bread/rolls,,,,0.5318565966768374,,SBERT,0.7504915,hamburger plain on bun,4,4
weetabix / wheat biscuits,Weetabix / Wheat biscuits,"Other breakfast cereals: muesli, bran flakes",4.0,snack item,,,,Keyword,,,,4.0
whole milk,Whole milk,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",1.0,plain dairy,,,,Keyword,,,,1.0
honey,Honey,"Preserves and syrups: glace cherries, honey, jam, marmalade, lemon curd, marzipan, mincemeat, chocolate spread, ice cream topping",,,2,1.0,honey,TF-IDF,,,,2
whole milk,Whole milk,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",1.0,plain dairy,,,,Keyword,,,,1.0
potato crisps eg walkers,Potato crisps (e.g. Walkers),Potato based crisps – full fat,,,,0.7985538892406345,,SBERT,0.7873174,potato crisps high oleic sunflower oil eg walkers,4,4
tomato ketchup reduced salt and sugar,"Tomato ketchup, reduced salt and sugar",Ketchup,4.0,processed ketchup,,,,Keyword,,,,4.0
sweetcorn / sweet corn cooked,"Sweetcorn / sweet corn, cooked","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad",,,,0.5055457959850413,,SBERT,0.6767657,sweetbreads cooked,1,1
chocolate brownie without nut,Chocolate brownie (without nut),"Cakes: sweet buns, sweet pastries, fruit scones and custard tart (sweet but not savoury based items)",,,,0.6032172591895897,,SBERT,0.82080597,chocolate brownie no nuts purchased,4,4
oven chips,Oven chips,Oven chips,,,,0.7292925211576464,,SBERT,0.75998354,vegetable chips,4,4
carrots raw,"Carrots, raw","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad",1.0,raw,,,,Keyword,,,,1.0
chicken burger coated grilled no bun,"Chicken burger, coated, grilled (no bun)",Burgers and kebabs,,,,0.8456079421666551,,SBERT,0.80342793,chicken burger coated grilled,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
childrens' multivitamins drops,"Childrens' multivitamins, drops",Misc,,,,0.58094085921755,,SBERT,0.9059014,healthy start childrens multivitamin drops,NC,NC
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
oven chips,Oven chips,Oven chips,,,,0.7292925211576464,,SBERT,0.75998354,vegetable chips,4,4
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
banana,Banana,Fresh fruit,,,4,0.894064151916772,banana cooked,TF-IDF,,,,4
pear skin eaten,"Pear, skin eaten",Fresh fruit,,,,0.6130027101136075,,SBERT,0.822786,pears eating raw flesh skin only no core,1,1
whole milk,Whole milk,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",1.0,plain dairy,,,,Keyword,,,,1.0
whole milk,Whole milk,"Whole milks: includes longlife whole, dried whole & any soya or goats milk",1.0,plain dairy,,,,Keyword,,,,1.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
boiled egg,Boiled egg,"Eggs: whole egg, white, yolk, dried, boiled, fried, scrambled, omelette, poached",3.0,boiled or mashed,,,,Keyword,,,,3.0
chicken breast marinated homemade,"Chicken breast, marinated, homemade",Chicken/Turkey dishes,3.0,homemade item,,,,Keyword,,,,3.0
cherries,Cherries,Fresh fruit,,,1,0.8642016798786631,cherries frozen,TF-IDF,,,,1
weetabix / wheat biscuits,Weetabix / Wheat biscuits,"Other breakfast cereals: muesli, bran flakes",4.0,snack item,,,,Keyword,,,,4.0
white wine sauce,White wine sauce,"Other sauces e.g. vinegar, salad cream, tartare sauce, cook-in-canned sauce",,,4,0.9999999999999999,white wine sauce,TF-IDF,,,,4
orange juice 100% fruit eg tropicana,"Orange juice, 100% fruit (e.g. Tropicana)",Fruit juices e.g. fresh orange juice,,,,0.5742520385666388,,SBERT,0.6937287,baby pure fruit juice rtd,4,4
broccoli boiled,"Broccoli, boiled","Other vegetables (excluding potato): carrots, green beans, pulses, cabbage, tomato base sauce, mushrooms, sweetcorn, stir fried vegetables, green salad",3.0,boiled or mashed,,,,Keyword,,,,3.0
honey,Honey,"Preserves and syrups: glace cherries, honey, jam, marmalade, lemon curd, marzipan, mincemeat, chocolate spread, ice cream topping",,,2,1.0,honey,TF-IDF,,,,2
mashed potato with butter,"Mashed potato, with butter",Other potatoes,3.0,boiled or mashed,,,,Keyword,,,,3.0
toast white bread,"Toast, white bread",White bread/rolls,,,,0.6543627705315798,,SBERT,0.9340069,bread white toasted,4,4
honey,Honey,"Preserves and syrups: glace cherries, honey, jam, marmalade, lemon curd, marzipan, mincemeat, chocolate spread, ice cream topping",,,2,1.0,honey,TF-IDF,,,,2
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
tunnock's caramel wafer,Tunnock's caramel wafer,"Chocolate: includes all plain, milk & white chocolate bars & coated bars e.g. caramels & wafers and full coated chocolate biscuits",,,,0.7106912520846378,,SBERT,0.88457125,tunnocks chocolate caramel wafers,4,4
childrens' multivitamins drops,"Childrens' multivitamins, drops",Misc,,,,0.58094085921755,,SBERT,0.9059014,healthy start childrens multivitamin drops,NC,NC
weetabix / wheat biscuits,Weetabix / Wheat biscuits,"Other breakfast cereals: muesli, bran flakes",4.0,snack item,,,,Keyword,,,,4.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
childrens' multivitamins drops,"Childrens' multivitamins, drops",Misc,,,,0.58094085921755,,SBERT,0.9059014,healthy start childrens multivitamin drops,NC,NC
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
water from tap including hot water filtered water,"Water (from tap, including hot water, filtered water)",Water,1.0,water,,,,Keyword,,,,1.0
