Descriptionen,Descriptionen_clean,NOVA_keyword,Keyword_reason,NOVA_tfidf,TFIDF_score,TFIDF_match,TFIDF_source,NOVA_sbert,SBERT_score,SBERT_match,SBERT_source,Model_disagree_flag,NOVA_disagree_flag,Decision_flag,NOVA_final,Matched_name,Final_source,Final_reason
"Twin pot yoghurt, with coated cereal/crumble (e.g. Muller Corner)","twin pot yoghurt, with coated cereal/crumble (e.g. muller corner)",1.0,group: milk (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: milk (group)
"Ham, low fat","ham, low fat",,,4,1.0,ham low fat eg delight,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
Brioche roll with chocolate chips,brioche roll with chocolate chips,,,,,,,4,0.8865093,chocolate chip brioche rolls purchased,NDNS,False,False,auto_accept,4,chocolate chip brioche rolls purchased,NDNS,SBERT matched
Apple juice,apple juice,,,1,1.0,apple juice,Giulia,,,,,False,False,auto_accept,1,,Giulia,TF-IDF matched
Banana,banana,1.0,group: fruit (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: fruit (group)
Scrambled egg,scrambled egg,,,1,0.8727741940352929,scrambled egg sandwich,Giulia,,,,,False,False,auto_accept,1,,Giulia,TF-IDF matched
"Cracker, reduced fat","cracker, reduced fat",4.0,description: processed snack,,,,,,,,,False,False,auto_accept,4.0,,keyword,description: processed snack
"Bagel, white","bagel, white",,,4,0.8820054710045775,bagel,Giulia,,,,,False,False,auto_accept,4,,Giulia,TF-IDF matched
Cucumber,cucumber,,,1,1.0,cucumber raw,NDNS,,,,,False,False,auto_accept,1,,NDNS,TF-IDF matched
Semi skimmed milk,semi skimmed milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
Chicken burger (including gourmet) in a bun with lettuce and mayo (restaurant/pub),chicken burger (including gourmet) in a bun with lettuce and mayo (restaurant/pub),,,,,,,4,0.8125364,chicken burger and bun purchased,NDNS,False,False,auto_accept,4,chicken burger and bun purchased,NDNS,SBERT matched
"Hot chocolate, made with milk","hot chocolate, made with milk",,,,,,,4,0.93273085,hot chocolate made with semi skimmed milk,NDNS,False,False,auto_accept,4,hot chocolate made with semi skimmed milk,NDNS,SBERT matched
Couscous (plain),couscous (plain),,,,,,,,0.74703085,cous cous plain raw,,False,False,auto_accept,,,,Unmatched
"Mashed potato, with butter","mashed potato, with butter",3.0,description: boiled/baked/jacket,,,,,,,,,False,False,auto_accept,3.0,,keyword,description: boiled/baked/jacket
Toddler cereal bar (e.g. Organix carrot cake cereal bar),toddler cereal bar (e.g. organix carrot cake cereal bar),,,4,0.8785356380361518,organix carrot cake cereal bar,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
Organix Goodies gingerbread men,organix goodies gingerbread men,,,4,1.0000000000000002,organix goodies gingerbread men,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)","yorkshire pudding, shop-bought (e.g. aunt bessie)",,,,,,,,0.68221813,yorkshire pudding made with s skim milk and pufa,,False,False,auto_accept,,,,Unmatched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
Chicken casserole/stew,chicken casserole/stew,,,,,,,3,0.88787806,chicken vegetable casserole with casserole mix,NDNS,False,False,auto_accept,3,chicken vegetable casserole with casserole mix,NDNS,SBERT matched
Gravy,gravy,,,4,1.0,gravy poultry,Giulia,,,,,False,False,auto_accept,4,,Giulia,TF-IDF matched
Weetabix / Wheat biscuits,weetabix / wheat biscuits,4.0,group: processed cereal (group),,,,,,,,,False,False,auto_accept,4.0,,keyword,group: processed cereal (group)
Whole milk,whole milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
Whole milk,whole milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
Babybel cheese,babybel cheese,,,,,,,,0.76514494,ravioli cheese filled with tomato sauce baby food toddler,,False,False,auto_accept,,,,Unmatched
Green beans/French beans,green beans/french beans,,,4,1.0000000000000002,french beans green beans boiled,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Butter chicken, curry","butter chicken, curry",,,,,,,1,0.8710894,chicken curry,Giulia,False,False,auto_accept,1,chicken curry,Giulia,SBERT matched
Banana,banana,1.0,group: fruit (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: fruit (group)
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
Whole milk,whole milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
"Short, sweet biscuit (e.g. nice, malted milk)","short, sweet biscuit (e.g. nice, malted milk)",,,,,,,4,0.8439393,semi sweet biscuit,NDNS,False,False,auto_accept,4,semi sweet biscuit,NDNS,SBERT matched
"Gravy made from granules, reduced salt","gravy made from granules, reduced salt",,,,,,,4,0.9241993,reduced salt gravy granules not made up,NDNS,False,False,auto_accept,4,reduced salt gravy granules not made up,NDNS,SBERT matched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Cottage pie (beef), home made","cottage pie (beef), home made",3.0,description: homemade,,,,,,,,,False,False,auto_accept,3.0,,keyword,description: homemade
Yoplait Frubes/Wildlife Choobs,yoplait frubes/wildlife choobs,1.0,group: yoghurt/plain dairy (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: yoghurt/plain dairy (group)
Crumpet / pikelet,crumpet / pikelet,,,,,,,4,0.90294504,crumpets pikelets,NDNS,False,False,auto_accept,4,crumpets pikelets,NDNS,SBERT matched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Butter, unsalted","butter, unsalted",3.0,group: culinary fat/oil (group),,,,,,,,,False,False,auto_accept,3.0,,keyword,group: culinary fat/oil (group)
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
Chilli con carne,chilli con carne,,,4,0.9309973255297916,chilli con carne canned,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
Whole milk,whole milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Weetabix minis, chocolate","weetabix minis, chocolate",4.0,group: processed cereal (group),,,,,,,,,False,False,auto_accept,4.0,,keyword,group: processed cereal (group)
"Pasta shapes, white/tricolore","pasta shapes, white/tricolore",,,,,,,1,0.8294035,flavored pasta,Giulia,False,False,auto_accept,1,flavored pasta,Giulia,SBERT matched
Cheddar cheese,cheddar cheese,,,3,1.0000000000000002,cheese cheddar irish,NDNS,,,,,False,False,auto_accept,3,,NDNS,TF-IDF matched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
Garlic/flavoured naan bread,garlic/flavoured naan bread,,,,,,,,0.7393056,garlic herb bread,,False,False,auto_accept,,,,Unmatched
"Chicken korma, curry","chicken korma, curry",,,3,0.8573065540315146,homemade chicken korma,NDNS,,,,,False,False,auto_accept,3,,NDNS,TF-IDF matched
Whole milk,whole milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
"Pasta shapes, white/tricolore","pasta shapes, white/tricolore",,,,,,,1,0.8294035,flavored pasta,Giulia,False,False,auto_accept,1,flavored pasta,Giulia,SBERT matched
Cheddar cheese,cheddar cheese,,,3,1.0000000000000002,cheese cheddar irish,NDNS,,,,,False,False,auto_accept,3,,NDNS,TF-IDF matched
Cucumber,cucumber,,,1,1.0,cucumber raw,NDNS,,,,,False,False,auto_accept,1,,NDNS,TF-IDF matched
Vegetable crisps,vegetable crisps,,,,,,,,0.796683,vegetable crisps fried in sunflower oil,,False,False,auto_accept,,,,Unmatched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Natural fromage frais, sugar free","natural fromage frais, sugar free",1.0,description: plain yoghurt,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain yoghurt
Kinder chocolate bar,kinder chocolate bar,,,,,,,4,0.805956,milk chocolate bar,NDNS,False,False,auto_accept,4,milk chocolate bar,NDNS,SBERT matched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
Weetabix / Wheat biscuits,weetabix / wheat biscuits,4.0,group: processed cereal (group),,,,,,,,,False,False,auto_accept,4.0,,keyword,group: processed cereal (group)
White or wholegrain ready cooked plain rice (e.g. Uncle Bens),white or wholegrain ready cooked plain rice (e.g. uncle bens),,,,,,,,0.7939121,wild rice cooked,,False,False,auto_accept,,,,Unmatched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
Whole milk,whole milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
"Tomato based pasta sauce, home made","tomato based pasta sauce, home made",3.0,description: homemade,,,,,,,,,False,False,auto_accept,3.0,,keyword,description: homemade
Whole milk,whole milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
Milk Chocolate shapes (e.g mice/coins),milk chocolate shapes (e.g mice/coins),,,,,,,,0.73640877,milk chocolate candy plain,,False,False,auto_accept,,,,Unmatched
Cheese and tomato pizza (e.g. Margherita),cheese and tomato pizza (e.g. margherita),,,,,,,,0.76612186,pizza with triple cheese or cheese feast with or without tomato with any base retail,,False,False,auto_accept,,,,Unmatched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
Weetabix / Wheat biscuits,weetabix / wheat biscuits,4.0,group: processed cereal (group),,,,,,,,,False,False,auto_accept,4.0,,keyword,group: processed cereal (group)
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Pasta in tomato sauce, canned (e.g. Heinz Spaghetti Hoops)","pasta in tomato sauce, canned (e.g. heinz spaghetti hoops)",,,,,,,4,0.9169111,pasta spaghetti canned in tomato sauce,NDNS,False,False,auto_accept,4,pasta spaghetti canned in tomato sauce,NDNS,SBERT matched
Banana,banana,1.0,group: fruit (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: fruit (group)
"Fromage frais, fruit (incl. children's) not fortified (e.g. Tesco value)","fromage frais, fruit (incl. children's) not fortified (e.g. tesco value)",1.0,description: plain yoghurt,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain yoghurt
Whole milk,whole milk,1.0,description: plain milk,,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain milk
Dried mixed fruit,dried mixed fruit,1.0,group: dried fruit (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: dried fruit (group)
"Chicken breast, fried","chicken breast, fried",,,,,,,4,0.83652663,chicken breast coated purchased fried in p s oil no bones,NDNS,False,False,auto_accept,4,chicken breast coated purchased fried in p s oil no bones,NDNS,SBERT matched
"Prescription iron supplement, 27.5mg (e.g. Sytron), 5ml oral solution (teaspoon)","prescription iron supplement, 27.5mg (e.g. sytron), 5ml oral solution (teaspoon)",,,,,,,,0.77566564,liquid iron supplement 27 5mg,,False,False,auto_accept,,,,Unmatched
"Broccoli, boiled","broccoli, boiled",3.0,description: boiled/baked/jacket,,,,,,,,,False,False,auto_accept,3.0,,keyword,description: boiled/baked/jacket
Bread sticks (e.g. Grissini),bread sticks (e.g. grissini),,,4,1.0000000000000002,bread sticks eg grissini,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
Green beans/French beans,green beans/french beans,,,4,1.0000000000000002,french beans green beans boiled,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
Roast potatoes,roast potatoes,,,,,,,3,0.89447665,potatoes roast in compound cooking fat,NDNS,False,False,auto_accept,3,potatoes roast in compound cooking fat,NDNS,SBERT matched
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
Weetabix / Wheat biscuits,weetabix / wheat biscuits,4.0,group: processed cereal (group),,,,,,,,,False,False,auto_accept,4.0,,keyword,group: processed cereal (group)
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Cereal bar with fruit, with or without coating","cereal bar with fruit, with or without coating",,,,,,,4,0.89806986,cereal bar with fruits no nuts not coated uf,NDNS,False,False,auto_accept,4,cereal bar with fruits no nuts not coated uf,NDNS,SBERT matched
"Vegetable soup, canned","vegetable soup, canned",,,4,1.0,vegetable soup canned,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
Matchmakers (e.g. mint/orange),matchmakers (e.g. mint/orange),,,,,,,,0.5267931,extra strong mints,,False,False,auto_accept,,,,Unmatched
"Hot chocolate, made with milk","hot chocolate, made with milk",,,,,,,4,0.93273085,hot chocolate made with semi skimmed milk,NDNS,False,False,auto_accept,4,hot chocolate made with semi skimmed milk,NDNS,SBERT matched
Fruit scone,fruit scone,,,2,0.9268797288340062,scone with fruit,Giulia,,,,,False,False,auto_accept,2,,Giulia,TF-IDF matched
"Milk, cow’s/dairy, type unknown","milk, cow’s/dairy, type unknown",1.0,group: milk (group),,,,,,,,,False,False,auto_accept,1.0,,keyword,group: milk (group)
"Butter, unsalted","butter, unsalted",3.0,group: culinary fat/oil (group),,,,,,,,,False,False,auto_accept,3.0,,keyword,group: culinary fat/oil (group)
"Water (from tap, including hot water, filtered water)","water (from tap, including hot water, filtered water)",1.0,description: plain water (description),,,,,,,,,False,False,auto_accept,1.0,,keyword,description: plain water (description)
"Blackcurrant squash / juice, no added sugar, diluted","blackcurrant squash / juice, no added sugar, diluted",,,,,,,,0.76419437,fruit drink double concentrated no added sugar contains blackcurrant,,False,False,auto_accept,,,,Unmatched
"Vegetable soup, canned","vegetable soup, canned",,,4,1.0,vegetable soup canned,NDNS,,,,,False,False,auto_accept,4,,NDNS,TF-IDF matched
