Descriptionen,Failure_reason
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
"Pure fruit puree, ready to eat pot or pouch",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
Ready cooked savoury rice (e.g. Uncle Bens),No match found
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
"Coco Pops/Snaps, supermarket brands",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",No match found
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Pure fruit puree, ready to eat pot or pouch",No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Corn on the cob (sweetcorn),No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Creme egg minis,No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
Digestive biscuit,No match found
BBQ Southern fried chicken wrap,No match found
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
Lollipops (e.g. Chupa Chups),No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
Cadbury Dairy Milk Caramel Chocolate,No match found
"Sweetcorn / sweet corn, cooked",No match found
Garlic/flavoured naan bread,No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
Dough balls,No match found
"Sweetcorn / sweet corn, cooked",No match found
Chocolate teacake (e.g. Tunnock's),No match found
Dough balls,No match found
"Wrap/tortilla, white",No match found
Smarties,No match found
Corn on the cob (sweetcorn),No match found
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
BBQ Southern fried chicken wrap,No match found
"Wrap/tortilla, white",No match found
"Orange squash / juice, with ADDED SUGAR, diluted",No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
"Chocolate and caramel biscuit bars (e.g. Drifter, Rocky Caramel)",No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
"Sweetcorn / sweet corn, cooked",No match found
"Hash browns, grilled / baked",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Sweetcorn / sweet corn, canned",No match found
Microwave chips (e.g. McCains),No match found
"Fruit squash / juice, with ADDED SUGAR, diluted",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Microwave chips (e.g. McCains),No match found
Beef/frying steak,No match found
Microwave chips (e.g. McCains),No match found
"Chapati, white",No match found
"Potato and fish curry, with coconut milk",No match found
Cake slice with chocolate chip,No match found
Tuna mayo & cucumber/sweetcorn sandwich with white/malted bread,No match found
"Chapati, white",No match found
Utterly Butterly,No match found
Tuna mayo sandwich with white/malted bread,No match found
Cake slice with chocolate chip,No match found
"Chapati, white",No match found
"Udon/ramen noodles (e.g. plain, not egg)",No match found
"Chapati, white",No match found
Fish and potato curry (Alu macher torkari/jhol),No match found
Ice lolly,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Weetabix Weetos,No match found
Cadbury cream / crème egg,No match found
Weetabix Weetos,No match found
"Spaghetti/tagliatelle (pasta), white or tricolore",No match found
"Spaghetti/tagliatelle (pasta), white or tricolore",No match found
Scotch pancake/drop scone,No match found
"Beef burger/hamburger (including gourmet), in a bun, not quarter pounder (restaurant/pub)",No match found
Pepperami or snack salami,No match found
"Wrap/tortilla, white",No match found
Prawn cocktail snacks (e.g. Skips),No match found
"Wrap/tortilla, white",No match found
Pepperami or snack salami,No match found
"Wrap/tortilla, white",No match found
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",No match found
"Wrap/tortilla, white",No match found
Pepperami or snack salami,No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
"Sweetcorn / sweet corn, canned",No match found
Pigs in blankets,No match found
"Multigrain hoops (cheerios), supermarket brands",No match found
Red berry fruit smoothie,No match found
Aero mousse,No match found
"Oreos, including supermarket brands",No match found
"Wrap/tortilla, white",No match found
Houmous/hummus,No match found
Pepperami or snack salami,No match found
"Wrap/tortilla, white",No match found
Houmous/hummus,No match found
Cadbury cream / crème egg,No match found
"Mango juice drink, ready to drink (e.g. Frooti)",No match found
"Galaxy caramel, chocolate bar",No match found
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",No match found
"Cereal bar, plain (e.g. Nature Valley)",No match found
Light mayonnaise (e.g. Hellmans light),No match found
"Cereal bar, plain (e.g. Nature Valley)",No match found
Chocolate Krispie cake,No match found
"Twin pot yoghurt, with fruit (e.g. Muller Corner)",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
Double cream extra thick,No match found
Candy coated chocolate drops (e.g. mini eggs),No match found
Coca-Cola/Coke/Pepsi,No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Weetabix Weetos,No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Tenderstem broccoli, cooked",No match found
Copy of Fruit yoghurt,No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Tenderstem broccoli, cooked",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
Hot cross bun,No match found
"Chapati, white",No match found
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",No match found
"Chapati, white",No match found
"Chapati, white",No match found
"Tea, black with spices (Masala chai/ chai/ Pal tea/ Halu tea/ Pala tea/ Chae/Cha)",No match found
"Red berry squash, diluted",No match found
"Chapati, white",No match found
Chocolate mini roll,No match found
"Mixed fruit juice, 100% fruit (e.g. Tropicana)",No match found
"Chips, french fries/fine cut, fried (from frozen)",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Chicken goujon/nugget/dipper, in breadcrumb or batter",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Pepperami or snack salami,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Pepperami or snack salami,No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
Pepperami or snack salami,No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
"Orange squash, no added sugar, diluted",No match found
Utterly Butterly,No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
"Apple and blackcurrant squash, no added sugar, diluted",No match found
Copy of Fruit yoghurt,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
"Orange juice, 100% fruit (e.g. Tropicana)",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Cereal bar, plain (e.g. Nature Valley)",No match found
"Cereal bar, plain (e.g. Nature Valley)",No match found
Dairylea Dunkers (includes cheese dip and dunker (e.g. breadsticks),No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
"Blackcurrant squash / juice, no added sugar, diluted",No match found
Quorn Peppered Steaks,No match found
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),No match found
"Orange squash, no added sugar, diluted",No match found
"Wrap/tortilla, white",No match found
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),No match found
Oaty biscuit (e.g. Hob nob),No match found
"Orange squash, no added sugar, diluted",No match found
"Chicken burger/turkey burger, fried (no bun)",No match found
"Wrap/tortilla, white",No match found
Pepperami or snack salami,No match found
"Sweetcorn / sweet corn, cooked",No match found
Dauphinoise potatoes,No match found
Red berry fruit smoothie,No match found
"Orange squash, high juice, no added sugar, diluted",No match found
Pepperami or snack salami,No match found
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),No match found
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",No match found
"Custard, ready to eat, individual pots",No match found
"Savoury rice, made up from a packet",No match found
Pom Bears (crisps),No match found
Red berry fruit smoothie,No match found
Cheese sandwich with wholemeal/oatmeal bread,No match found
"Flatbread / flat bread, plain",No match found
"Custard, ready to eat, individual pots",No match found
Red berry fruit smoothie,No match found
Cheese and tomato pizza (e.g. Margherita),No match found
Pom Bears (crisps),No match found
Dough balls,No match found
Robinson's fruit shoot juiced,No match found
Mayonnaise (e.g. Hellmans),No match found
Haloumi cheese,No match found
"Omelette, with vegetables",No match found
"Vegetarian rolls, cheese based (e.g. Higgidy feta and red pepper rolls)",No match found
"Greek style yoghurt, fruit/honey",No match found
Mayonnaise (e.g. Hellmans),No match found
Mayonnaise (e.g. Hellmans),No match found
"Ginger biscuit (e.g. ginger nuts, gingerbread men)",No match found
Mayonnaise (e.g. Hellmans),No match found
Mayonnaise (e.g. Hellmans),No match found
Copy of Fruit yoghurt,No match found
"Wrap/tortilla, white",No match found
Cheese and tomato pizza (e.g. Margherita),No match found
"Udon/ramen noodles (e.g. plain, not egg)",No match found
"Chicken portion, fried",No match found
Processed cheese slices (e.g. individually wrapped for melting on burgers),No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
Microwave chips (e.g. McCains),No match found
"Oreos, including supermarket brands",No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
"Oreos, including supermarket brands",No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
Pepperami or snack salami,No match found
"Spaghetti/tagliatelle (pasta), white or tricolore",No match found
Passata (strained tomatoes),No match found
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",No match found
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",No match found
"Oreos, including supermarket brands",No match found
Sugar sweetener mix (e.g. Silver Spoon Half Spoon Sugar),No match found
