Descriptionen,NOVA_final_fallback,Fallback_source,Fallback_reason
"Mixed lentil with wheat, barley and shredded mutton (Haleem/ Daleem)",4,Giulia,SBERT fallback
Yellow lentils (Peeli dal),3,NDNS,SBERT fallback
"Omelette, with vegetables",4,NDNS,SBERT fallback
"Paratha, made with white chapati flour and stuffed with minced lamb (Keema/ Qeema paratha)",4,NDNS,SBERT fallback
Beef kebab,3,NDNS,SBERT fallback
"Omelette, with vegetables",4,NDNS,SBERT fallback
"Chapati, white, shop-bought",4,NDNS,SBERT fallback
Lentil dahl/ curry (Masar daal gravy),4,NDNS,SBERT fallback
Coca-Cola/Coke/Pepsi,4,NDNS,SBERT fallback
"Paratha, made with white chapati flour and stuffed with minced lamb (Keema/ Qeema paratha)",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Chicken/turkey kebab (meat, pitta and salad)",1,Giulia,SBERT fallback
Mango pickle (Aam ka achar/ Mango achar/ Mangai urukai),2,Giulia,SBERT fallback
"Chapati, wholemeal (brown)",4,NDNS,SBERT fallback
"Lamb kebab (meat, pitta and salad)",3,NDNS,SBERT fallback
Lentil dahl/ curry (Masar daal gravy),4,NDNS,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
Chicken/turkey kebab,3,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Candy coated chocolate drops (e.g. mini eggs),4,Giulia,SBERT fallback
"Single strength squash, with ADDED SUGAR, not diluted (e.g. Vimto, Miwadi)",1,Giulia,SBERT fallback
"Blackcurrant squash , high juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
"Spaghetti/tagliatelle (pasta), white or tricolore",1,NDNS,SBERT fallback
Curry sauce (e.g. balti/jalfrezi),4,NDNS,SBERT fallback
"Single strength squash, with ADDED SUGAR, not diluted (e.g. Vimto, Miwadi)",1,Giulia,SBERT fallback
"Single strength squash, with ADDED SUGAR, not diluted (e.g. Vimto, Miwadi)",1,Giulia,SBERT fallback
"Multigrain hoops (cheerios), supermarket brands",4,NDNS,SBERT fallback
"Hash browns, grilled / baked",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
Cornetto/king cone (Including supermarket brands),4,NDNS,SBERT fallback
Cadbury cream / crème egg,1,Giulia,SBERT fallback
"50/50 bread (e.g. Kingsmill, Warburtons)",4,NDNS,SBERT fallback
Vegetarian meatballs (e.g. Quorn meatballs),3,NDNS,SBERT fallback
"Fruit squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, with ADDED SUGAR, diluted",3,NDNS,SBERT fallback
Copy of Fruit yoghurt,4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Cheese feast, loaded cheese, 4 cheese pizza",4,Giulia,SBERT fallback
"Double strength squash, no added sugar, not diluted",1,Giulia,SBERT fallback
"Fruit squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"50/50 bread (e.g. Kingsmill, Warburtons)",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Red berry squash, diluted",1,Giulia,SBERT fallback
"Fruit smoothie with added vitamins (e.g. Naked, super smoothie, protect/energise type)",4,Giulia,SBERT fallback
Sugar-snap peas,4,NDNS,SBERT fallback
"Potato shapes (e.g. Alphabites, Smilies), fried",1,Giulia,SBERT fallback
"Crinkle-cut crisps (e.g. McCoy's, Seabrooks)",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Babybel cheese,4,Giulia,SBERT fallback
"Fruit smoothie with added vitamins (e.g. Naked, super smoothie, protect/energise type)",4,Giulia,SBERT fallback
Babybel cheese,4,Giulia,SBERT fallback
Ham sandwich with wholemeal/oatmeal bread,4,Giulia,SBERT fallback
"Fruit smoothie with added vitamins (e.g. Naked, super smoothie, protect/energise type)",4,Giulia,SBERT fallback
Babybel cheese,4,Giulia,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, canned",3,NDNS,SBERT fallback
"Hash browns, grilled / baked",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Ham sandwich with wholemeal/oatmeal bread,4,Giulia,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Sweet or savoury pancake,1,Giulia,SBERT fallback
Cadbury cream / crème egg,1,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Copy of Fruit yoghurt,4,NDNS,SBERT fallback
Chia seeds,1,Giulia,SBERT fallback
Malt loaf (e.g. Soreen),4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Pasta shapes, wholemeal",1,Giulia,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Candy coated chocolate drops (e.g. mini eggs),4,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Fish sandwich paste (e.g. salmon),3,Giulia,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
Chocolate coated biscuit and marshmallow (e.g. Wagon wheel),4,NDNS,SBERT fallback
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",4,NDNS,SBERT fallback
Fish sandwich paste (e.g. salmon),3,Giulia,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Lentil dahl/ curry (Masar daal gravy),4,NDNS,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
"Chocolate squares/pillows, breakfast cereal (e.g. Kellogg's Krave)",4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
"Chips, french fries/fine cut, fried (from frozen)",4,NDNS,SBERT fallback
Tuna mayo sandwich with white/malted bread,4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
Copy of Fruit yoghurt,4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
"Sauce mix, made-up (e.g. parsley/peppercorn)",4,Giulia,SBERT fallback
Dairy squirty/spray cream (e.g. anchor),3,NDNS,SBERT fallback
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",4,Giulia,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
Tuna mayo sandwich with white/malted bread,4,NDNS,SBERT fallback
"Pasta shapes, wholemeal",1,Giulia,SBERT fallback
"Mini sweetcorn (babycorn), cooked",3,NDNS,SBERT fallback
"Fruit squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Pasta shapes, wholemeal",1,Giulia,SBERT fallback
Milk Chocolate shapes (e.g mice/coins),4,Giulia,SBERT fallback
Houmous/hummus,1,Giulia,SBERT fallback
Milk Chocolate shapes (e.g mice/coins),4,Giulia,SBERT fallback
Semolina,4,NDNS,SBERT fallback
Barley (e.g pearl barley/wholegrain),1,Giulia,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
"Semi-sweet biscuit (e.g. Rich Tea, Morning Coffee)",4,NDNS,SBERT fallback
White or wholegrain ready cooked plain rice (e.g. Uncle Bens),3,NDNS,SBERT fallback
White or wholegrain ready cooked plain rice (e.g. Uncle Bens),3,NDNS,SBERT fallback
"Crinkle-cut crisps (e.g. McCoy's, Seabrooks)",4,NDNS,SBERT fallback
Dairylea Dunkers (includes cheese dip and dunker (e.g. breadsticks),4,NDNS,SBERT fallback
Aero mousse,4,NDNS,TF-IDF fallback
Tuna mayo sandwich with wholemeal/oatmeal bread,4,NDNS,SBERT fallback
White or wholegrain ready cooked plain rice (e.g. Uncle Bens),3,NDNS,SBERT fallback
"Chicken and vegetable roll or wrap, made with white chapati flour (Shawarma)",3,NDNS,SBERT fallback
"Custard, ready to eat, individual pots",3,NDNS,SBERT fallback
Tuna mayo sandwich with white/malted bread,4,NDNS,SBERT fallback
"Honey hoops cereal (cheerios), supermarket brands",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Broccoli, steamed/microwaved",1,NDNS,SBERT fallback
"Red/yellow/orange pepper, cooked",1,Giulia,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Pulled pork,4,Giulia,SBERT fallback
"Wrap/tortilla, wholemeal (brown)",4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Babybel cheese,4,Giulia,SBERT fallback
"Broccoli, steamed/microwaved",1,NDNS,SBERT fallback
Garlic/flavoured naan bread,4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),4,NDNS,SBERT fallback
"Multigrain hoops (cheerios), supermarket brands",4,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, canned",3,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
"Galaxy caramel, chocolate bar",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
"Chicken burger/turkey burger, fried (no bun)",4,NDNS,SBERT fallback
"Mixed fruit juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Sugar sweetener mix (e.g. Silver Spoon Half Spoon Sugar),4,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Coca-Cola/Coke/Pepsi,4,NDNS,SBERT fallback
Dairy squirty/spray cream (e.g. anchor),3,NDNS,SBERT fallback
Kit Kat / Kit Kat Chunky (including supermarket own brand equivalents),4,NDNS,SBERT fallback
"Mango juice drink, ready to drink (e.g. Frooti)",1,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
Coca-Cola/Coke/Pepsi,4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Chicken portion, fried",1,Giulia,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
"Spaghetti/tagliatelle (pasta), white or tricolore",1,NDNS,SBERT fallback
"Chicken portion, fried",1,Giulia,SBERT fallback
"Spaghetti/tagliatelle (pasta), white or tricolore",1,NDNS,SBERT fallback
"Mineral water, still or carbonated, flavoured, with artificial sweetener (e.g. Perfectly clear zero sugar",4,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Pancake, sweet, deep fried (Malpua)",1,Giulia,SBERT fallback
Lentil dahl/ curry (Masar daal gravy),4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
Lentil dahl/ curry (Masar daal gravy),4,NDNS,SBERT fallback
Cheese sandwich with wholemeal/oatmeal bread,4,NDNS,SBERT fallback
"Orange squash, no added sugar, diluted",1,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
Cake slice with chocolate chip,3,Giulia,SBERT fallback
"Custard, flavoured, ready to eat (e.g. Ambrosia chocolate custard)",4,NDNS,SBERT fallback
Chicken and bacon wrap,4,Giulia,SBERT fallback
Pot Noodle / Pot Rice,4,Giulia,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Mayonnaise (e.g. Hellmans),4,Giulia,SBERT fallback
"Diet Coca-Cola, e.g. Coke Zero, Pepsi Max",4,NDNS,SBERT fallback
"Blackcurrant squash / juice, no added sugar, diluted",4,NDNS,SBERT fallback
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",1,NDNS,SBERT fallback
"Pure fruit puree, ready to eat pot or pouch",1,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
Ready cooked savoury rice (e.g. Uncle Bens),3,NDNS,SBERT fallback
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",1,NDNS,SBERT fallback
"Coco Pops/Snaps, supermarket brands",4,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",4,Giulia,SBERT fallback
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",1,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
"Pure fruit puree, ready to eat pot or pouch",1,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Corn on the cob (sweetcorn),4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Creme egg minis,4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
"Flavoured water, still or fizzy (with added sugar) (e.g. Volvic a touch of fruit)",4,NDNS,SBERT fallback
"Apple and blackcurrant squash, no added sugar, diluted",1,NDNS,SBERT fallback
Digestive biscuit,4,NDNS,SBERT fallback
BBQ Southern fried chicken wrap,4,NDNS,SBERT fallback
"Apple and blackcurrant squash / juice, with ADDED SUGAR, diluted",1,NDNS,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
Cadbury Dairy Milk Caramel Chocolate,4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
Garlic/flavoured naan bread,4,NDNS,SBERT fallback
"Chicken goujon/nugget/dipper, in breadcrumb or batter",4,NDNS,SBERT fallback
Dough balls,4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
Chocolate teacake (e.g. Tunnock's),4,NDNS,SBERT fallback
Dough balls,4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
Corn on the cob (sweetcorn),4,NDNS,SBERT fallback
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",4,Giulia,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
BBQ Southern fried chicken wrap,4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
"Orange squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
"Chocolate and caramel biscuit bars (e.g. Drifter, Rocky Caramel)",4,Giulia,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
"Sweetcorn / sweet corn, cooked",1,Giulia,SBERT fallback
"Hash browns, grilled / baked",4,NDNS,SBERT fallback
"Orange juice, 100% fruit (e.g. Tropicana)",4,Giulia,SBERT fallback
"Sweetcorn / sweet corn, canned",3,NDNS,SBERT fallback
Microwave chips (e.g. McCains),4,NDNS,SBERT fallback
"Fruit squash / juice, with ADDED SUGAR, diluted",4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Microwave chips (e.g. McCains),4,NDNS,SBERT fallback
Beef/frying steak,1,Giulia,SBERT fallback
Microwave chips (e.g. McCains),4,NDNS,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Potato and fish curry, with coconut milk",3,NDNS,SBERT fallback
Cake slice with chocolate chip,3,Giulia,SBERT fallback
Tuna mayo & cucumber/sweetcorn sandwich with white/malted bread,1,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Utterly Butterly,4,NDNS,SBERT fallback
Tuna mayo sandwich with white/malted bread,4,NDNS,SBERT fallback
Cake slice with chocolate chip,3,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
"Udon/ramen noodles (e.g. plain, not egg)",3,Giulia,SBERT fallback
"Chapati, white",4,NDNS,SBERT fallback
Fish and potato curry (Alu macher torkari/jhol),3,NDNS,SBERT fallback
Ice lolly,4,NDNS,SBERT fallback
Cheese and tomato pizza (e.g. Margherita),4,NDNS,SBERT fallback
Weetabix Weetos,4,NDNS,SBERT fallback
Cadbury cream / crème egg,1,Giulia,SBERT fallback
Weetabix Weetos,4,NDNS,SBERT fallback
"Spaghetti/tagliatelle (pasta), white or tricolore",1,NDNS,SBERT fallback
"Spaghetti/tagliatelle (pasta), white or tricolore",1,NDNS,SBERT fallback
Scotch pancake/drop scone,3,NDNS,SBERT fallback
"Beef burger/hamburger (including gourmet), in a bun, not quarter pounder (restaurant/pub)",4,NDNS,SBERT fallback
Pepperami or snack salami,4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
Prawn cocktail snacks (e.g. Skips),4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
Pepperami or snack salami,4,NDNS,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
"Meat pizza (e.g. Hawaiian, pepperoni, meat feast)",4,Giulia,SBERT fallback
"Wrap/tortilla, white",4,NDNS,SBERT fallback
Pepperami or snack salami,4,NDNS,SBERT fallback
"Yorkshire pudding, shop-bought (e.g. Aunt Bessie)",3,NDNS,SBERT fallback
"Sweetcorn / sweet corn, canned",3,NDNS,SBERT fallback
Pigs in blankets,1,Giulia,SBERT fallback
"Multigrain hoops (cheerios), supermarket brands",4,NDNS,SBERT fallback
Red berry fruit smoothie,4,NDNS,SBERT fallback
Aero mousse,4,NDNS,TF-IDF fallback
